,radius_mean,texture_mean,perimeter_mean,area_mean,smoothness_mean,compactness_mean,concavity_mean,concave points_mean,symmetry_mean,fractal_dimension_mean,radius_se,texture_se,perimeter_se,area_se,smoothness_se,compactness_se,concavity_se,concave points_se,symmetry_se,fractal_dimension_se,radius_worst,texture_worst,perimeter_worst,area_worst,smoothness_worst,compactness_worst,concavity_worst,concave points_worst,symmetry_worst,fractal_dimension_worst
radius_mean,0.2539131866305875,0.006671763610202505,0.2432396506787575,0.19096289405217787,-0.08203868884052098,0.02227130203616313,0.04698009484009643,0.09448543244909828,-0.08514752393912021,-0.24904380988314062,0.0029214856964321252,-0.15374313212496882,0.006159146188730539,0.03564101077028393,-0.27890780336239684,-0.044185555750092274,-0.006032641839231879,0.052661911686081565,-0.17415289232882328,-0.1348751160543174,0.2019717556571332,0.005268108298404113,0.19462370846063284,0.1411091130842495,-0.12429258021300549,0.041293435009487095,0.06565207515916256,0.1330724408935803,-0.037977703568961484,-0.1168933913140726
texture_mean,0.0066717636102025,0.8954613808985236,0.0038674558978414935,0.0069401543485934965,-0.2117343900065821,-0.04727596332992052,-0.0003291546990741346,-0.04126486384988391,-0.05793256614143534,-0.11632366288626966,0.0709884271486093,0.5064182778258438,0.06630550810087575,0.037000371640263714,0.04278267086248799,0.02823622680300233,0.04020993825370717,-0.0018250517145213289,0.05759828192376396,-0.012420783589767987,0.009389001798883793,0.7904763325523261,0.006292060378847581,0.008042541757709425,-0.14815724555124038,-0.023118904137705634,0.001219913345723884,-0.044432161211218665,-0.0632666040229176,-0.07558120178190908
perimeter_mean,0.2432396506787575,0.0038674558978414935,0.23411904835448827,0.18279942089033,-0.06088948644099893,0.03905589166080208,0.05455745647072641,0.09928889114003155,-0.07250141724577858,-0.22172023650424028,0.003981619593933497,-0.14924901826578282,0.008425624886863924,0.034497703400175814,-0.25860414264913817,-0.02558617612323926,0.006249431521650843,0.06593493858511848,-0.16498933086925555,-0.11564500366671412,0.1937547105247841,0.0029235432943465547,0.187965739746386,0.1352654531952912,-0.10505852998033903,0.053059064601695564,0.07381004333250195,0.13841885747043486,-0.03197053812538268,-0.09819934816286122
area_mean,0.19096289405217787,0.0069401543485934965,0.18279942089033,0.14507329448823256,-0.06843470936672252,0.01418603522652294,0.035595563123337885,0.07010057782420685,-0.06428661117487033,-0.1876615114136514,0.004613452247521078,-0.11415080188348581,0.006657863018128203,0.027963060870875207,-0.20542340328264383,-0.032914266863040983,-0.00402132506810887,0.037112751220609676,-0.1292282505579368,-0.10008024040123258,0.15220498120087025,0.004872782869524399,0.1465300372647158,0.10736003676551527,-0.0967985185148393,0.02929480988027893,0.04916756419977494,0.09787343571097397,-0.02951585153008761,-0.0886576926485053
smoothness_mean,-0.08203868884052097,-0.2117343900065821,-0.06088948644099895,-0.06843470936672252,0.9233890229886178,0.3508557574760219,0.10673737052825905,0.1857808307702656,0.3726164756371403,0.5019233843795564,0.0704809171686008,0.034106342668710606,0.06444545254433968,0.017201487649816324,0.39726418056340923,0.12466749733751505,0.057246157168201424,0.2586298512256932,0.13224356871046916,0.202391940900206,-0.06091550713172072,-0.17994630606117681,-0.047766576183458725,-0.048522026019152904,0.6762010108242686,0.1432155598065297,0.06806031863453796,0.16447503024248722,0.14779808585156576,0.26763266958734067
compactness_mean,0.02227130203616313,-0.04727596332992052,0.03905589166080209,0.014186035226522942,0.3508557574760219,0.3253876719926833,0.1579394225038852,0.160752460555454,0.17797970347228287,0.30735519612199413,0.029874417684581676,-0.041781651193984866,0.04572619906246868,0.012825979366396364,0.14985597168247428,0.27386314752176566,0.18879456857925725,0.2671796530199118,0.01663116418135954,0.23634691115395842,0.022299039219024812,-0.0447361666714376,0.03967845863845467,0.013327259923296638,0.2681179954597906,0.23083133138783654,0.17375472044324433,0.19191031774446954,0.07479229745323988,0.24466785543908212
concavity_mean,0.04698009484009643,-0.0003291546990741346,0.0545574564707264,0.03559556312333789,0.10673737052825905,0.1579394225038852,0.13119640282502684,0.11352964421174758,0.052723270122609064,0.09272235741538964,0.015397119335151171,-0.0128170510434778,0.027505822754910852,0.01295857169110681,0.050833756543353655,0.1714234373692632,0.16486177551429657,0.19472300462749176,-0.021026275424985676,0.11442999401231152,0.039199226363285364,0.006708044338225716,0.048628334095442906,0.02762333445768269,0.09693420766228585,0.13519624173768743,0.15428559200864972,0.14289414108943926,0.01547292758010877,0.10465206552619218
concave points_mean,0.09448543244909828,-0.04126486384988392,0.09928889114003155,0.07010057782420685,0.1857808307702656,0.160752460555454,0.11352964421174759,0.15851598075286932,0.07430301858937444,0.05595218039414787,0.0333545627796939,-0.04141870190787454,0.03879794567674617,0.02698738107736709,0.02794260739589049,0.10534694446699813,0.09315219183921641,0.2140939776380435,-0.0391923080588437,0.05707218795104301,0.07627513384323845,-0.035146738496952,0.08165157273996518,0.052201006320481115,0.12425385570929022,0.1082842682495824,0.11125605988265974,0.1775386004005235,0.012925535876408477,0.05898538663588873
symmetry_mean,-0.08514752393912021,-0.05793256614143534,-0.07250141724577858,-0.06428661117487033,0.3726164756371403,0.17797970347228287,0.052723270122609064,0.07430301858937444,0.7631089218434529,0.263369962724562,0.08894061865526547,0.08729471121935276,0.07854628382838508,0.024738889804317543,0.26924143687816926,0.1343035757934494,0.056980728997596895,0.1574210780783334,0.2874024252364013,0.16234223634872158,-0.06471003393763339,-0.07188919928883848,-0.05514674244476612,-0.04655221109795856,0.24924849056704693,0.07306727979607332,0.027924830023629693,0.04850304248347264,0.3607086799728183,0.13008174630023847
fractal_dimension_mean,-0.24904380988314062,-0.11632366288626966,-0.22172023650424028,-0.1876615114136514,0.5019233843795564,0.30735519612199413,0.09272235741538963,0.05595218039414787,0.26336996272456203,0.73669705750935,0.021968806134667174,0.0964808439547381,0.028785849581455945,-0.029965334996759282,0.497242178424524,0.30488086455315716,0.1626962487848457,0.18204984237269717,0.21098320472281565,0.4761878623999681,-0.19848748168288866,-0.11961311725783197,-0.17612225593469763,-0.13965486667263116,0.44301976542297106,0.17205906212765246,0.0759155311902682,0.030359177890394218,0.10013557811536893,0.4689871531224541
radius_se,0.0029214856964321265,0.07098842714860928,0.003981619593933494,0.004613452247521078,0.0704809171686008,0.029874417684581676,0.015397119335151171,0.0333545627796939,0.08894061865526547,0.021968806134667174,0.17377233017133759,0.17496355126607863,0.15477696854371634,0.0794814909575582,0.12103752492215233,0.05433579678806519,0.024892829672750055,0.1162170887918876,0.10884626124139408,0.06787060169578019,0.009633568003793757,0.019178604495305493,0.007281284333538851,0.007307962718856796,-0.02972591233507314,-0.028055731797747147,-0.03266338318671254,-0.015792161666282247,-0.04448085487403848,-0.042005196739042065
texture_se,-0.15374313212496882,0.5064182778258439,-0.14924901826578285,-0.11415080188348581,0.03410634266871058,-0.041781651193984866,-0.012817051043477797,-0.04141870190787455,0.08729471121935276,0.0964808439547381,0.17496355126607863,1.1340504953446593,0.15310401308381413,0.06162244220169093,0.41449152065516615,0.08287286928269225,0.044219811740888765,0.0930247709663995,0.35631326185498374,0.13738951625305632,-0.134665451838778,0.5222999225574559,-0.13522209640619035,-0.09242754305592962,-0.07127410319125307,-0.12071620179636365,-0.1032313349740197,-0.15710833237971933,-0.14815531528034712,-0.07118612644121584
